Title,Company,Job Type,Location,Link
Marketing Manager,Tree -,Full TimeOn-site,"Glim, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tree-Egypt-99684
Head of Personnel Affairs,Men's Club -,Full TimeOn-site,"Shubra, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Men--039-s-Club-Egypt-39512
Civil Engineer - Solar Energy,Solarizegypt -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Solarizegypt-Egypt-125724
Case Management and Tele-health Doctor,Wisely Insure -,Full TimeHybrid,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Wisely-Insure-Egypt-31035
Graphic Designer,Chema Foam -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Chema-Foam-Egypt-29477
Sales Officer,Massoud Steel -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Massoud-Steel-Egypt-35739
Junior Civil Engineer – Technical Office,EG Master -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/EG-Master-Egypt-53846
Senior System Engineer,Talaat Moustafa Group -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Talaat-Moustafa-Group-Egypt-3106
Sales Marketing Executive,Confidential -,Full TimeOn-site,"Haram, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/56ce7EdgoRtg-Sales-Marketing-Executive-Giza-Egypt
Junior Sales Engineer,Atlantic international collaboration  -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Atlantic international collaboration-Egypt-116924
Recruitment Specialist,Men's Club -,Full TimeOn-site,"Shubra, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Men--039-s-Club-Egypt-39512
Medical Representative (Pharmaceutical) - All Over Egypt,Upper Egypt -,Full TimeHybrid,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Upper-Egypt-Egypt-120590
Agricultural Engineer,Ecad   -,Full TimeOn-site,"Mallawi, Minya, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Ecad-Egypt-119684
Senior Sales Engineer,Atlantic international collaboration  -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Atlantic international collaboration-Egypt-116924
Receptionist / Front Desk Admin,Vow Developments -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Vow-Developments-Egypt-52411
Pharmacists,Al Ahly Medical Company -,Full TimeOn-site,"Smart Village, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Al-Ahly-Medical-Company-Egypt-7459
Senior Specialist Talent Acquisition,Kasrawy Group -,Full TimeOn-site,"Abu Rawash, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Kasrawy-Group-Egypt-43947
Sales Team leader,ECC Group -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egyptian-Cultural-Center-Egypt-17801
Interior Designer - (Experience in Marble Works),Hossam Zeitoun Natural Stone Contractors -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Marble-Art-for-Marble-and-Granite-Egypt-10962
District Manager (Pharmaceutical),Upper Egypt -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Upper-Egypt-Egypt-120590
Senior Technical Office Engineer,Square Office Systems  -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Square Office Systems-Egypt-95606
Repair Order Specialist (Data Analyst),OPPO Egypt  -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/OPPO-Egypt-For-Trade-and-Distribution-Egypt-7132
Junior Sales Engineer ( Office Furniture ),Square Office Systems  -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Square Office Systems-Egypt-95606
Retail Sales Promoter,Global Professional Services GPS -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/G-K-Egypt-84317
Commercial Specialist,OPPO Egypt  -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/OPPO-Egypt-For-Trade-and-Distribution-Egypt-7132
Supply Chain Manager (Pharmaceutical),Upper Egypt -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Upper-Egypt-Egypt-120590
Retail Teacher,Confidential -,Full TimeOn-site,"Mokattam, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/YuolVJFCq2VR-Retail-Teacher-Cairo-Egypt
Sales Executive,Link Logistics -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Link-Logistics-Egypt-125641
Logistics Specialist- Import (Fashion Department),Nile Projects & Trading -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Nile-Projects-Trading-Egypt-15438
Medical Representative - Sharqia,El Nahar for Medical Solutions -,Full TimeOn-site,"Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/El-Nahar-for-Medical-Solutions-Egypt-29738
Senior Android Developer,SURE International Technology -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/SURE-International-Egypt-21250
Restaurant Cashier,Blue Nile -,Full TimeOn-site,"Zamalek, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Blue-Nile-Egypt-17532
Project Manager,34ML -,Full TimeHybrid,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/34way-Egypt-15979
Import Sales Executive,MSC – MEDITERRANEAN SHIPPING AGENCY EGY -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/MSC-–-MEDITERRANEAN-SHIPPING-AGENCY-EGY-Egypt-29809
Site Civil Engineer,Solik Real Estate Investment  -,Full TimeOn-site,"Sidi Gaber, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Solikgroup-Egypt-12586
Junior Import Sales Coordinator,DEFEL INTERNATIONAL COMPANY LTD -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/DEFEL INTERNATIONAL COMPANY LTD-Egypt-125706
Proposal Manager,ACE Consulting Engineers  (Moharram - Bakhoum  -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/--114292
Collection Agent,RepGuru -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/RepGuru-Egypt-125502
"Quality Assurance Specialist ""Call Center"" ""Night Shift""",Nile Projects & Trading -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Nile-Projects-Trading-Egypt-15438
Product Manager ( Pharmaceutical),Upper Egypt -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Upper-Egypt-Egypt-120590
System Administrator,Nouvel Age  -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Nouvel-Age-Egypt-89380
Quality Manager,Confidential -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/cmuyNflkjDtm-Quality-Manager-Sharqia-Egypt
Planning Engineer,Delta Egypt For Lighting  -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Delta-Egypt-Foreign-Trade-Egypt-5797
Sales Teamleader,Sky Holding -,Full TimeHybrid,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Sky-Holding-Egypt-62614
Content Creator,Nola Bakery -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Nola-Bakery-Egypt-34486
Senior Fleet Sales Representative (Out door),GB Corp -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Ghabbour-Auto-Egypt-362
Sales Manager,Confidential -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/wh0LYKbN7hZG-Sales-Manager-Cairo-Egypt
Manager Assistant (Chinese Speakers) (Cairo- Beni Suef),realme -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/realme-Egypt-38950
Data Entry Specialist,FRIDAL -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/FRIDAL-Egypt-14596
Fixed Assets& GL Accountant,GB Corp -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Ghabbour-Auto-Egypt-362
Customer service- English Speakers,Intouch CX  -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Intouch-CX-Egypt-95363
Assistant Tour Operator,TRAVCO GROUP -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/TRAVCO-GROUP-Egypt-17291
Customer Support - English,Intouch CX  -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Intouch-CX-Egypt-95363
Sales Executive,SMSA EXPRESS -,Full TimeOn-site,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/SMSA-Egypt-33832
Sales Trainer (Cairo),OPPO Egypt  -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/OPPO-Egypt-For-Trade-and-Distribution-Egypt-7132
Customer Support Representative,Intouch CX  -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Intouch-CX-Egypt-95363
Customer Support Advisor English,Intouch CX  -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Intouch-CX-Egypt-95363
Cost Accountant,Nola Bakery -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Nola-Bakery-Egypt-34486
Corporate Sales Specialist,Aqarmap.com -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Aqarmap-com-Egypt-3836
Media Buyer,Estabraq  -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Albokhary-Egypt-23791
Sales Manager,Estabraq  -,Full TimeHybrid,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Albokhary-Egypt-23791
Strategy & Investment Supervisor,Aman  -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Aman-Egypt-18390
Financial Internal Audit Manager,YELO -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Al-wefaq-Egypt-23708
Farm Manager,Confidential -,Full TimeOn-site,"Monufya, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/RP5sS2w2IHSN-Farm-Manager-Monufya-Egypt
Region Sales Manager,Akhnaton Trading and distribution - EVA Group Limted -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Akhnaton-for-Trading---Distributing--Egypt-22671
Senior Business Developer,Aqarmap.com -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Aqarmap-com-Egypt-3836
Sales Manager,Morasalaty -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Samaa-Group-Egypt-107529
Tax Accountant and Auditor,Statements Consulting -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Statements-for-Consulting-Egypt-8643
Deputy Commercial Director,Confidential -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/zdnEz0vnbTrt-Deputy-Commercial-Director-Cairo-Egypt
Senior Graphic Designer,Morasalaty -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Samaa-Group-Egypt-107529
Senior Sales Specialist,Morasalaty -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Samaa-Group-Egypt-107529
Admissions Officer,Canadian International School -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Canadian-International-School-Egypt-4844
Sales Trainer - Minya,OPPO Egypt  -,Full TimeOn-site,"Menia, Minya, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/OPPO-Egypt-For-Trade-and-Distribution-Egypt-7132
Customer Service - (Beni Suef),OPPO Egypt  -,Full TimeOn-site,"Beni Suef, Beni Suef, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/OPPO-Egypt-For-Trade-and-Distribution-Egypt-7132
Sales Representative,bloor -,Full TimeOn-site,"Riyadh, Saudi Arabia",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/bloor-Egypt-125704
Sales Trainer (Gharbia- Dakahlia),OPPO Egypt  -,Full TimeOn-site,"Tanta, Gharbia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/OPPO-Egypt-For-Trade-and-Distribution-Egypt-7132
Customer Support Representative,Morasalaty -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Samaa-Group-Egypt-107529
Export Supervisor,Confidential -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/kqjSareWeYRb-Export-Supervisor-Giza-Egypt
Electrical Maintenance Engineer,Confidential -,Shift BasedOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ZPtqnOObFhSf-Electrical-Maintenance-Engineer-Giza-Egypt
Printing Junior Service Engineer,Allamna Integrated Solutions -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Youssef-Allam-Group-Egypt-7963
Civil Structural Engineer,Holw El Sham -,Full TimeOn-site,"Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Holw-El-Sham-Egypt-14366
Graphic Designer,Slamtex  -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Slamtex-Egypt-21006
Technical Office Engineer - AV Systems,Tatas -,Full TimeOn-site,"Abdeen, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tatas-Egypt-15059
Senior Mechanical Tendering Engineer,DME Holding -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/HR-Section-Head-Egypt-37520
Senior Mechanical Maintenance Engineer,EEC Group -,Full TimeOn-site,"Belbes, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/EEC-Group-Egypt-31409
Electrical Power Engineer,National Electricity Technology Co. -,Full TimeOn-site,"Bourj Alarab, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/National-Electricity-Technology-Co--Egypt-10451
Façade Design Engineer,Integrated Façade Solution -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Alicoegypt-Egypt-22753
Receptionist,Orouba Misr -,Full TimeOn-site,"Smouha, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Orouba-Misr-Egypt-33391
Area Sales Supervisor - Snacks & Confectionery,Confidential -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/U6mOnQvGbiiS-Area-Sales-Supervisor---Snacks-Confectionery-Cairo-Egypt
Maintenance Manager,Holw El Sham -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Holw-El-Sham-Egypt-14366
Area Sales Manager Delta - Snacks & Confectionery,Confidential -,Full TimeOn-site,"Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/gRhrw3egYWZN-Area-Sales-Manager-Delta---Snacks-Confectionery-Sharqia-Egypt
Procurement Officer,Confidential -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/4r9i8woBV6Pz-Procurement-Officer-Cairo-Egypt
Store Manager (Retail Branch),Confidential -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/kLOgDBucTmLY-Store-Manager-Retail-Branch-Cairo-Egypt
Medical Sales Representative,Alfa Laboratories -,Full TimeOn-site,"Haram, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Alfa-Laboratories-Egypt-59515
Software Project Manager,Sourcya -,Full TimeRemote,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Sourcya-Egypt-119490
Graphic & Video Designer,ارم -,Full TimeRemote,"Madina, Saudi Arabia",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/ارم-Saudi-Arabia-125555
Refrigeration Technician,Grifols Egypt for Plasma Derivatives -,Full TimeOn-site,"New Capital, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-80178
Roads Design Manager,Pini Group -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/FCBM-1635
Real Estate & Holiday Home Market Consultant (Egypt),Ebdaa Digital Technolgy - Mzad Qatar -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Ebdaa Digital Technolgy - Mzad Qatar-Qatar-125700
Unity Game Developer,Confidential -,Full TimeHybrid,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/nJ9Lse51J8Om-Unity-Game-Developer-Cairo-Egypt
Performance Media Buyer - Google Ads & Meta,INTERNET SOLUTIONS -,Full TimeRemote,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/INTERNeT-SOLUTIONS-Egypt-22057
Senior Sales Executive B2B,INTERNET SOLUTIONS -,Full TimeRemote,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/INTERNeT-SOLUTIONS-Egypt-22057
Senior Graphic Designer,INTERNET SOLUTIONS -,Full TimePart TimeFreelance / ProjectRemote,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/INTERNeT-SOLUTIONS-Egypt-22057
IT Specialist,Aayan Developments -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-125445
Senior Digital Marketing Specialist,INTERNET SOLUTIONS -,Full TimePart TimeFreelance / ProjectRemote,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/INTERNeT-SOLUTIONS-Egypt-22057
B2B Sales Account Manager,INTERNET SOLUTIONS -,Full TimeRemote,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/INTERNeT-SOLUTIONS-Egypt-22057
Biomedical Service Engineer,Teqnia for Engineering and Development -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Teqnia-for-Engineering-and-Development-Egypt-22081
Marketing Specialist,Joya Amplify  -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Joya Amplify-Egypt-125141
Senior Paid Media Manager,Joya Amplify  -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Joya Amplify-Egypt-125141
Marketing Manager,Skin Home Clinic  -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Skin Home Clinic-Egypt-104174
Sales Representative (AI & Automation Solutions) - Dubai,Confidential -,Full TimeRemote,"Dubai, United Arab Emirates",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/sMvFlx1gdy2k-Sales-Representative-AI-Automation-Solutions---Dubai-Dubai-United-Arab-Emirates
Sales Representative (AI & Automation Solutions),Confidential -,Full TimeRemote,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/rU9JI1WkBrfY-Sales-Representative-AI-Automation-Solutions-Cairo-Egypt
Sales Admin,Creative Motion -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Creative-Motion-Egypt-18862
Erpnext Implement,Confidential -,Full TimeRemote,"Riyadh, Saudi Arabia",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/GhpAiu4HjyVz-Erpnext-Implement-Riyadh-Saudi-Arabia
General Manager,NASHKA TOURISM -,Full TimeOn-site,"Faisal, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/NASHKA TOURISM-Egypt-125676
Junior ASP.NET Developer,GARO -,Freelance / ProjectRemote,"Riyadh, Saudi Arabia",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/GARO-Egypt-125675
Tendering & Pricing Engineer - Architecture,D Plus For Engineering & Contracting  -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/D-Plus-For-Engineering---Contracting-Egypt-18399
Lawyer (Legal Consultant),Ayjaz Law Firm -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Ayjaz Law Firm-Egypt-125672
Customer Service Specialist,Confidential -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ETEdqFrk7nwe-Customer-Service-Specialist-Cairo-Egypt
AI Engineer,Quantanite -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Quantanite-South Africa-124144
Recruitment Specialist,EL KHETA -,Freelance / ProjectOn-site,"San Stefano, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/EL-KHETA-Egypt-57444
Asp.Net Core / Dot Net Back-end Developer - Internship,Alexandria For Programming -,InternshipRemote,"Bolkly, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Alexandria-for-programming-Egypt-6203
UI Designer,Sourcya -,Full TimeHybrid,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Sourcya-Egypt-119490
Web Administrator,Confidential -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/8ir0WsElY1Yp-Web-Administrator-Cairo-Egypt
Customer Service Team Leader,AssureNet -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-102139
Graphic Designer,Confidential -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/fEpEmXIqGdAj-Graphic-Designer-Cairo-Egypt
Manufacturing Junior HR Business Partner,EGIC -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/EGIC-10893
Site Manager,GTCI Constructors  -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/GTCI-Constructors-Egypt-65993
HR Coordinator ( Personnel and Payroll ),Mersal  -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Mersal-Egypt-45113
IT OS & Data Base Expert,Wadi Group -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Wadi-Group-Egypt-7062
Warehouse Specialist,IRON MOUNTAIN -,Freelance / ProjectShift BasedOn-site,"Alsadat City, Monufya, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Infofort-Egypt-10707
Procurement specialist ( IT & Software ),Egyptian Company for Cosmetics -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egyptian-For-Cosmetics-Egypt-11636
Accountant,Khales -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Khales-Egypt-52822
Stock Controller - Costing,SAVOLA -,Full TimeOn-site,"Minya, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Alexandria-Sugar-Company-Egypt-2383
Executive Secretary,microtech -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/microtech-Egypt-125281
RAMS Engineers,COLAS RAIL Egypt -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/COLAS-RAIL-Egypt-Egypt-31734
SR. Outbound Hotel Reservation Agent (Africa Focus),BCD-EWT   -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/East West Travel-Egypt-89589
Stock Controller,SAVOLA -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Alexandria-Sugar-Company-Egypt-2383
SR. Outbound Hotel Reservation Agent (Africa Focus),BCD-EWT   -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/East West Travel-Egypt-89589
Stock Controller,SAVOLA -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Alexandria-Sugar-Company-Egypt-2383
Administrative Assistant,EVIVVA HOLDING -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-107310
HR Talent Management specialist,Suez Canal container Terminal -,Full TimeOn-site,"Port Fuad, Port Said, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Suez-Canal-container-Terminal-Egypt-11123
